-130519.492061	1.3907942554236780e-04
-130371.342808	2.1192751186377762e-04
-130223.193555	4.3707574428553862e-04
-130075.044302	5.4314807618331446e-04
-129926.895049	6.0544513334442017e-04
-129778.745795	7.3405017158463472e-04
-129630.596542	9.0575348147987303e-04
-129482.447289	9.5079334687866795e-04
-129334.298036	1.1055077115156796e-03
-129186.148783	1.3417945606781748e-03
-129037.999529	1.6804110643244300e-03
-128889.850276	2.5294751179549173e-03
-128741.701023	2.6683629388534790e-03
-128593.551770	2.8798050522843466e-03
-128445.402517	3.2024545021212356e-03
-128297.253264	3.5768627535974957e-03
-128149.104010	3.7238107432571999e-03
-128000.954757	4.5394972675703677e-03
-127852.805504	5.3279887058278203e-03
-127704.656251	5.8448486246038805e-03
-127556.506998	6.3362762200652742e-03
-127408.357744	6.5640558229522307e-03
-127260.208491	6.7894084336595105e-03
-127112.059238	8.1850311262167842e-03
-126963.909985	8.2993680051737882e-03
-126815.760732	8.7182540817728159e-03
-126667.611478	9.0440713950961198e-03
-126519.462225	9.1699811946581306e-03
-126371.312972	9.3696971037736838e-03
-126223.163719	9.5045740007580603e-03
-126075.014466	9.8727359407982350e-03
-125926.865212	1.0264605762342624e-02
-125778.715959	1.0535483636899929e-02
-125630.566706	1.1789306117939529e-02
-125482.417453	1.1980348723422834e-02
-125334.268200	1.2938627425171973e-02
-125186.118947	1.3055915015674000e-02
-125037.969693	1.3310404306195798e-02
-124889.820440	1.3669829074380906e-02
-124741.671187	1.4743607056477814e-02
-124593.521934	1.5092059265247768e-02
-124445.372681	1.5451931110904735e-02
-124297.223427	1.5590014192278815e-02
-124149.074174	1.5714301739158516e-02
-124000.924921	1.5884216739014006e-02
-123852.775668	1.6227163507629282e-02
-123704.626415	1.6270146816493671e-02
-123556.477161	1.6660356064395136e-02
-123408.327908	1.7136404193594867e-02
-123260.178655	1.8711317739842349e-02
-123112.029402	1.8981850726005275e-02
-122963.880149	1.9067715154589625e-02
-122815.730895	1.9576744830145307e-02
-122667.581642	1.9634954321525618e-02
-122519.432389	2.0703188542538702e-02
-122371.283136	2.1559916781924347e-02
-122223.133883	2.1763170990141231e-02
-122074.984629	2.1991806427099071e-02
-121926.835376	2.2100625092244846e-02
-121778.686123	2.2167788907403490e-02
-121630.536870	2.2299702319184263e-02
-121482.387617	2.2351295063464560e-02
-121334.238364	2.2816421727856251e-02
-121186.089110	2.3069531464898513e-02
-121037.939857	2.3408646140598701e-02
-120889.790604	2.3540470136878114e-02
-120741.641351	2.3838440908313208e-02
-120593.492098	2.3930845442139283e-02
-120445.342844	2.4097286011085083e-02
-120297.193591	2.5603796698798021e-02
-120149.044338	2.5669632055079408e-02
-120000.895085	2.5904207236055715e-02
-119852.745832	2.6251841931670447e-02
-119704.596578	2.6370266376390072e-02
-119556.447325	2.6495486399212436e-02
-119408.298072	2.6819106645892571e-02
-119260.148819	2.7038149076919628e-02
-119111.999566	2.7169015049970293e-02
-118963.850312	2.7754699357599596e-02
-118815.701059	2.8390558535152374e-02
-118667.551806	2.8494970293470496e-02
-118519.402553	2.8590325538863776e-02
-118371.253300	2.8780946614148931e-02
-118223.104047	2.9667539631195960e-02
-118074.954793	2.9949262328737618e-02
-117926.805540	3.0071633829188728e-02
-117778.656287	3.0499627513334352e-02
-117630.507034	3.0586232813236074e-02
-117482.357781	3.1076459686337578e-02
-117334.208527	3.1200913290606421e-02
-117186.059274	3.1433802350755130e-02
-117037.910021	3.2298705721897539e-02
-116889.760768	3.2444810651141756e-02
-116741.611515	3.2799010999368154e-02
-116593.462261	3.2923950002072995e-02
-116445.313008	3.3266717939766613e-02
-116297.163755	3.3590465922953817e-02
-116149.014502	3.4214905463616926e-02
-116000.865249	3.4575197128782209e-02
