-72190.233168	3.3858230870863069e-04
-72145.505638	1.3644993834399024e-03
-72100.778108	1.5187296786389008e-03
-72056.050578	1.8945946202720723e-03
-72011.323049	3.2895219568498391e-03
-71966.595519	3.5934127607234662e-03
-71921.867989	4.8169731026355784e-03
-71877.140459	4.9175084061726859e-03
-71832.412929	6.1673450205996707e-03
-71787.685399	6.9990461680428826e-03
-71742.957869	7.2469570869922763e-03
-71698.230340	7.6308191550429815e-03
-71653.502810	7.7679127507753942e-03
-71608.775280	8.0352452624535414e-03
-71564.047750	8.3128597938116350e-03
-71519.320220	9.6221036330560172e-03
-71474.592690	1.0948484171766951e-02
-71429.865161	1.2338841721819651e-02
-71385.137631	1.3257368813226686e-02
-71340.410101	1.3502994838913878e-02
-71295.682571	1.4300422587423988e-02
-71250.955041	1.4443228416311906e-02
-71206.227511	1.5185818726529021e-02
-71161.499982	1.5520555589442309e-02
-71116.772452	1.5649652058756978e-02
-71072.044922	1.5751329808925150e-02
-71027.317392	1.7451290396006847e-02
-70982.589862	1.8791380294291029e-02
-70937.862332	1.9110122904368830e-02
-70893.134802	1.9185524382021642e-02
-70848.407273	1.9392307222251465e-02
-70803.679743	2.2438069940778630e-02
-70758.952213	2.2635713207959852e-02
-70714.224683	2.3292620020845502e-02
-70669.497153	2.3559952532524207e-02
-70624.769623	2.4046634797375125e-02
-70580.042094	2.5039420919805756e-02
-70535.314564	2.5269052692657949e-02
-70490.587034	2.5351308850097575e-02
-70445.859504	2.7064978796755759e-02
-70401.131974	2.8262262866154287e-02
-70356.404444	2.8535307610988499e-02
-70311.676914	2.9624059250432003e-02
-70266.949385	2.9821702517613260e-02
-70222.221855	3.0654546111689142e-02
-70177.494325	3.1623340854866573e-02
-70132.766795	3.2175142577690503e-02
-70088.039265	3.3002273938610875e-02
-70043.311735	3.3319874102058174e-02
-69998.584206	3.4508018598407852e-02
-69953.856676	3.4978706610423328e-02
-69909.129146	3.5140934032040307e-02
-69864.401616	3.5713299794224128e-02
-69819.674086	3.6057176230186887e-02
-69774.946556	3.6883165144476121e-02
-69730.219027	3.7313867524402883e-02
-69685.491497	3.7702299378978753e-02
-69640.763967	3.8561419245570064e-02
-69596.036437	3.8777341658848975e-02
-69551.308907	4.1664304295642149e-02
-69506.581377	4.1952200846679631e-02
-69461.853847	4.2675369564166635e-02
-69417.126318	4.3472797312675213e-02
-69372.398788	4.6651083840398504e-02
-69327.671258	4.6806456582228255e-02
-69282.943728	4.7916914707658534e-02
-69238.216198	4.8090566595585908e-02
-69193.488668	4.8443582604596150e-02
-69148.761139	4.8982817414475875e-02
-69104.033609	5.0833580956859678e-02
-69059.306079	5.1065497622973202e-02
-69014.578549	5.1571601480550996e-02
-68969.851019	5.2557532923191257e-02
-68925.123489	5.3104764859488687e-02
-68880.395959	5.3334396632340013e-02
-68835.668430	5.3585734891182256e-02
-68790.940900	5.3874773888850834e-02
-68746.213370	5.3990160998592052e-02
-68701.485840	5.4580805906871324e-02
-68656.758310	5.5740389237438952e-02
-68612.030780	5.6107114606022412e-02
-68567.303251	5.6401865836846497e-02
-68522.575721	5.6585799744453776e-02
-68477.848191	5.7284977082687656e-02
-68433.120661	5.7476908116712640e-02
-68388.393131	5.7916750069686572e-02
-68343.665601	5.8146381842537898e-02
-68298.938072	5.8726744731137259e-02
-68254.210542	5.9026065748485748e-02
-68209.483012	5.9188293170102109e-02
-68164.755482	5.9262552201123683e-02
-68120.027952	5.9640702036018151e-02
-68075.300422	5.9764086272177067e-02
-68030.572892	6.0218780031355314e-02
-67985.845363	6.0804855153110182e-02
-67941.117833	6.1737091604088690e-02
-67896.390303	6.2195212703160238e-02
-67851.662773	6.3158295213178478e-02
-67806.935243	6.3721521402311326e-02
-67762.207713	6.3993423700513391e-02
-67717.480184	6.4462969265895939e-02
-67672.752654	6.4606917541414677e-02
-67628.025124	6.4970215570104836e-02
-67583.297594	6.5082175339952753e-02
-67538.570064	6.5726515239893771e-02
-67493.842534	6.5944722546434090e-02
-67449.115004	6.6438259491069768e-02
-67404.387475	6.7376208175203775e-02
-67359.659945	6.7697235678543188e-02
-67314.932415	6.7822904807964310e-02
-67270.204885	6.8028545201562513e-02
-67225.477355	6.8143932311303723e-02
-67180.749825	6.8351857598164131e-02
-67136.022296	6.8474099387691945e-02
-67091.294766	6.8592913837326464e-02
-67046.567236	6.9454318597176698e-02
-67001.839706	6.9657674097512695e-02
-66957.112176	6.9894160550150630e-02
-66912.384646	7.0148926148886181e-02
-66867.657117	7.0948638790656951e-02
-66822.929587	7.1610115390064497e-02
-66778.202057	7.1934570233297218e-02
-66733.474527	7.2302438048511775e-02
-66688.746997	7.3516858817372258e-02
-66644.019467	7.3628818587220160e-02
-66599.291937	7.4216036155606138e-02
-66554.564408	7.5062589109252065e-02
-66509.836878	7.5649806677638029e-02
-66465.109348	7.5817746332409897e-02
-66420.381818	7.6107927776709577e-02
-66375.654288	7.6267870305063740e-02
-66330.926758	7.6705427364775466e-02
-66286.199229	7.7387468003542820e-02
-66241.471699	7.7741626459184171e-02
-66196.744169	7.8232878510557644e-02
-66152.016639	7.8545908887479352e-02
-66107.289109	7.9317060363472608e-02
-66062.561579	8.0221878095304677e-02
-66017.834049	8.0317843612317183e-02
-65973.106520	8.0485783267089037e-02
-65928.378990	8.0937049686373982e-02
-65883.651460	8.1106131787776939e-02
-65838.923930	8.1326623987579463e-02
-65794.196400	8.1627087451559055e-02
-65749.468870	8.1737904774775855e-02
-65704.741341	8.2746685150038135e-02
